Name,Released year,Genre,Director,Runtime (h),Score,Status,Language,Budget ($),Revenue ($)
Alvin and the Chipmunks: The Road Chip,2015,"'Adventure', 'Animation', 'Comedy', 'Family'",Janice Karman,1.53,60.0,Released,English,90000000.0,233755553.0
Against the Sun,2014,"'War', 'Adventure'",Brian Falk,1.65,70.0,Released,English,,
Nightcrawler,2014,"'Crime', 'Drama', 'Thriller'",Dan Gilroy,1.97,77.0,Released,English,8500000.0,50300000.0
Rocky,1976,"'Drama', 'Romance'",John G. Avildsen,1.98,78.0,Released,English,1000000.0,225250402.0
The Santa Clause 2,2002,"'Fantasy', 'Comedy', 'Family'",Michael Lembeck,1.73,59.0,Released,English,65000000.0,172842355.0
Baby Ruby,2023,"'Drama', 'Thriller', 'Horror'",Bess Wohl,1.55,55.0,Released,English,,
World's First Christmas,2023,"'Comedy', 'Drama'",Gigi Soares,1.5699999999999998,76.0,Released,Portuguese,,
A Man Called Otto,2022,"'Comedy', 'Drama'",Marc Forster,2.1,78.0,Released,English,50000000.0,108961677.0
Puss in Boots,2011,"'Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy'",Tom Wheeler,1.5,66.0,Released,English,130000000.0,554987477.0
Blade,1998,"'Horror', 'Action'",Marv Wolfman,2.02,68.0,Released,English,45000000.0,131183530.0
Arrival,2016,"'Drama', 'Science Fiction', 'Mystery'",Denis Villeneuve,1.9300000000000002,76.0,Released,English,47000000.0,203388186.0
Wrong Turn 2: Dead End,2007,"'Horror', 'Thriller'",Turi Meyer,1.6,61.0,Released,English,4000000.0,
The Jungle Book,1967,"'Family', 'Animation', 'Adventure'",Rudyard Kipling,1.3,73.0,Released,English,4000000.0,378000000.0
Ip Man: The Awakening,2021,"'Action', 'Adventure', 'History', 'Drama'",Zhang Zhulin,1.27,69.0,Released,Chinese,,
12 Years a Slave,2013,"'Drama', 'History'",Steve McQueen,2.23,79.0,Released,English,20000000.0,187000000.0
Extraction,2020,"'Action', 'Thriller'",Sam Hargrave,1.9300000000000002,73.0,Released,English,65000000.0,
The Curious Case of Benjamin Button,2008,"'Drama', 'Fantasy', 'Romance'",Eric Roth,2.77,76.0,Released,English,150000000.0,335802786.0
A Really Haunted Loud House,2023,"'TV Movie', 'Comedy', 'Family'",Jonathan Judge,1.2,58.0,Released,English,,
We Live Here: The Midwest,2023,'Documentary',Melinda Maerker,,45.0,Released,English,,
The Contractor,2022,"'Action', 'Adventure', 'Thriller'",Tarik Saleh,1.72,64.0,Released,English,,2122288.0
Miracle on 34th Street,1994,"'Fantasy', 'Drama', 'Family'",Les Mayfield,1.9,67.0,Released,English,,46264384.0
Give Me Your Eyes,2022,"'Horror', 'Thriller', 'Action'",Gary Auerbach,,59.0,Released,English,,
The Princess Diaries,2001,"'Comedy', 'Family', 'Romance'",Garry Marshall,1.92,69.0,Released,English,37000000.0,165335153.0
Tayuan,2023,"'Drama', 'Romance'",Topel Lee,1.6800000000000002,70.0,Released,Tagalog,,
Taken 2,2012,"'Action', 'Crime', 'Thriller'",Luc Besson,1.52,63.0,Released,English,45000000.0,376141306.0
Skyfall,2012,"'Action', 'Adventure', 'Thriller'",Ian Fleming,2.38,72.0,Released,English,200000000.0,1142471295.0
A Boy Called Christmas,2021,"'Family', 'Adventure', 'Fantasy'",Gil Kenan,1.73,74.0,Released,English,,
E.T. the Extra-Terrestrial,1982,"'Science Fiction', 'Adventure', 'Family', 'Fantasy'",Steven Spielberg,1.92,75.0,Released,English,10500000.0,792965500.0
Beetlejuice,1988,"'Fantasy', 'Comedy'",Michael McDowell,1.53,74.0,Released,English,15000000.0,74800000.0
Nausicaä of the Valley of the Wind,1984,"'Adventure', 'Animation', 'Fantasy'",Hayao Miyazaki,1.95,79.0,Released,Japanese,1000000.0,3301446.0
The Purge: Election Year,2016,"'Action', 'Horror', 'Thriller'",James DeMonaco,1.75,64.0,Released,English,10000000.0,118587880.0
Braveheart,1995,"'Action', 'Drama', 'History', 'War'",Randall Wallace,2.95,79.0,Released,English,72000000.0,213216216.0
The Santa Clause 3: The Escape Clause,2006,"'Comedy', 'Family', 'Adventure'",Steve Rudnick,1.62,55.0,Released,English,12000000.0,84500122.0
Percy Jackson: Sea of Monsters,2013,"'Adventure', 'Family', 'Fantasy'",Thor Freudenthal,1.77,60.0,Released,English,90000000.0,199850315.0
Emmanuelle,1974,"'Drama', 'Romance'",Just Jaeckin,1.5699999999999998,60.0,Released,French,500000.0,
Annabelle Comes Home,2019,"'Horror', 'Mystery', 'Thriller'",Gary Dauberman,1.77,64.0,Released,English,30000000.0,231252591.0
Scream 4,2011,"'Horror', 'Mystery'",Kevin Williamson,1.85,65.0,Released,English,40000000.0,97200000.0
Rocky Balboa,2006,'Drama',Sylvester Stallone,1.6800000000000002,69.0,Released,English,24000000.0,155929020.0
Dragon Ball Z: The Tree of Might,1990,"'Action', 'Animation', 'Science Fiction'",Akira Toriyama,1.02,65.0,Released,Japanese,,15000000.0
The Lovely Bones,2009,"'Fantasy', 'Drama'",Peter Jackson,2.27,71.0,Released,English,65000000.0,93621340.0
The Prestige,2006,"'Drama', 'Mystery', 'Science Fiction'",Christopher Nolan,2.17,82.0,Released,English,40000000.0,109676311.0
Undisputed II: Last Man Standing,2006,"'Action', 'Crime', 'Thriller'",Isaac Florentine,1.55,73.0,Released,English,,
The Lost City,2022,"'Action', 'Adventure', 'Comedy'",Adam Nee,1.87,66.0,Released,English,74000000.0,192907684.0
Ice Age: Collision Course,2016,"'Adventure', 'Animation', 'Family', 'Comedy'",Mike Thurmeier,1.58,61.0,Released,English,105000000.0,408579038.0
Mondocane,2021,"'Action', 'Crime', 'Science Fiction', 'Drama'",Alessandro Celli,1.95,64.0,Released,Italian,,
Dragon Ball Z: Fusion Reborn,1995,"'Animation', 'Action', 'Fantasy', 'Science Fiction'",Shigeyasu Yamauchi,,75.0,Released,Japanese,,23500000.0
"Red, White & Royal Blue",2023,"'Comedy', 'Romance'",Matthew López,2.02,81.0,Released,English,,
300: Rise of an Empire,2014,"'Action', 'Drama', 'War'",Noam Murro,1.7,61.0,Released,English,110000000.0,337580051.0
Memories,1995,"'Fantasy', 'Animation', 'Science Fiction'",Katsuhiro Otomo,1.88,74.0,Released,Japanese,,
Maleficent,2014,"'Fantasy', 'Adventure', 'Action', 'Family', 'Romance'",Robert Stromberg,1.62,71.0,Released,English,180000000.0,758539785.0
Home Sweet Home Alone,2021,"'Comedy', 'Crime', 'Family'",John Hughes,1.55,49.0,Released,English,15000000.0,
The Hateful Eight,2015,"'Drama', 'Mystery', 'Western'",Quentin Tarantino,3.13,78.0,Released,English,44000000.0,155760117.0
A Haunted House 2,2014,"'Comedy', 'Horror'",Michael Tiddes,1.45,61.0,Released,English,4000000.0,25343661.0
Krampus: The Christmas Devil,2013,"'Horror', 'Action', 'Thriller'",Jason Hull,1.38,38.0,Released,English,7525000.0,
The A-Team,2010,"'Thriller', 'Action', 'Adventure', 'Comedy', 'Crime'",Joe Carnahan,1.95,64.0,Released,English,110000000.0,177238796.0
Interview with the Vampire,1994,"'Horror', 'Drama', 'Fantasy'",Anne Rice,2.05,74.0,Released,English,60000000.0,223664608.0
Aristotle and Dante Discover the Secrets of the Universe,2023,"'Drama', 'Romance'",Aitch Alberto,1.62,81.0,Released,English,,
Werewolf Castle,2022,"'Horror', 'Fantasy', 'History', 'Action'",Charlie Steeds,1.53,55.0,Released,English,,
The Aristocats,1970,"'Animation', 'Comedy', 'Family', 'Adventure'",Wolfgang Reitherman,1.3,73.0,Released,English,4000000.0,55675257.0
Palmer,2021,'Drama',Fisher Stevens,1.83,82.0,Released,English,,
Klaus,2019,"'Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy'",Sergio Pablos,1.6,82.0,Released,English,,
Dragon Ball Z: Super Android 13!,1992,"'Action', 'Animation', 'Science Fiction'",Akira Toriyama,,68.0,Released,Japanese,,18554927.0
Once Upon a Time… in Hollywood,2019,"'Comedy', 'Drama', 'Thriller'",Quentin Tarantino,2.7,74.0,Released,English,95000000.0,374300000.0
War of the Worlds,2005,"'Adventure', 'Thriller', 'Science Fiction'",Steven Spielberg,1.95,65.0,Released,English,132000000.0,603873119.0
Krampus Unleashed,2016,'Horror',Robert Conway,1.33,45.0,Released,English,,
Saw II,2005,'Horror',Darren Lynn Bousman,1.55,66.0,Released,English,4000000.0,147748505.0
Ghostbusters,1984,"'Comedy', 'Fantasy'",Ivan Reitman,1.78,75.0,Released,English,30000000.0,296187079.0
Mission: Impossible II,2000,"'Adventure', 'Action', 'Thriller'",John Woo,2.05,61.0,Released,English,125000000.0,546388105.0
Jigsaw,2017,"'Horror', 'Mystery', 'Thriller'",Michael Spierig,1.53,62.0,Released,English,10000000.0,102952888.0
Dragon Ball Z: The World's Strongest,1990,"'Action', 'Animation', 'Science Fiction'",Daisuke Nishio,,65.0,Released,Japanese,,18000000.0
TRON: Legacy,2010,"'Adventure', 'Action', 'Science Fiction'",Adam Horowitz,2.08,65.0,Released,English,170000000.0,400062763.0
Heat,1995,"'Action', 'Crime', 'Drama'",Michael Mann,2.83,79.0,Released,English,60000000.0,187400000.0
Maleficent: Mistress of Evil,2019,"'Family', 'Fantasy', 'Adventure', 'Action'",Linda Woolverton,1.98,73.0,Released,English,185000000.0,491730089.0
One Piece Film: GOLD,2016,"'Action', 'Animation', 'Adventure', 'Comedy'",Eiichiro Oda,,72.0,Released,Japanese,,66207073.0
Planet of the Apes,1968,"'Science Fiction', 'Adventure', 'Drama', 'Action'",Franklin J. Schaffner,1.87,76.0,Released,English,5800000.0,32589624.0
Murder City,2023,"'Crime', 'Thriller', 'Action'",Michael D. Olmos,1.42,74.0,Released,English,,
Chinatown,1974,"'Crime', 'Drama', 'Mystery', 'Thriller'",Roman Polanski,2.17,79.0,Released,English,6000000.0,30000000.0
The Fallout,2021,'Drama',Megan Park,1.6,77.0,Released,English,,
Resident Evil: Vendetta,2017,"'Animation', 'Horror', 'Adventure', 'Action', 'Science Fiction'",Takanori Tsujimoto,1.62,69.0,Released,Japanese,,
Never Back Down: No Surrender,2016,"'Drama', 'Action'",Michael Jai White,1.6800000000000002,71.0,Released,English,,
American Pie Presents: Beta House,2008,'Comedy',Adam Herz,1.48,56.0,Released,English,10000000.0,18610260.0
Batman,1989,"'Fantasy', 'Action', 'Crime'",Sam Hamm,2.1,72.0,Released,English,35000000.0,411348924.0
What's Eating Gilbert Grape,1993,"'Romance', 'Drama'",Peter Hedges,1.97,77.0,Released,English,11000000.0,10032765.0
Norbit,2007,'Comedy',Eddie Murphy,1.7,56.0,Released,English,10000000.0,159814490.0
The Matrix Revolutions,2003,"'Adventure', 'Action', 'Thriller', 'Science Fiction'",Lilly Wachowski,2.15,67.0,Released,English,150000000.0,424988211.0
The First Slam Dunk,2022,"'Animation', 'Comedy', 'Drama', 'Romance'",Takehiko Inoue,2.08,77.0,Released,Japanese,,258000000.0
A Serbian Film,2010,"'Crime', 'Horror', 'Thriller'",Srđan Spasojević,1.73,55.0,Released,Serbian,,1541.0
The Sacrifice Game,2023,"'Horror', 'Thriller'",Jenn Wexler,1.65,10.0,Released,English,,
Rio,2011,"'Animation', 'Adventure', 'Comedy', 'Family'",Carlos Saldanha,1.6,67.0,Released,English,90000000.0,484635760.0
Alvin and the Chipmunks,2007,"'Comedy', 'Family', 'Fantasy', 'Animation'",Jon Vitti,1.53,58.0,Released,English,60000000.0,361366633.0
Miss Peregrine's Home for Peculiar Children,2016,"'Fantasy', 'Adventure'",Tim Burton,2.12,68.0,Released,English,110000000.0,296482446.0
Dark Phoenix,2019,"'Fantasy', 'Science Fiction', 'Action', 'Adventure'",Simon Kinberg,1.9,60.0,Released,English,200000000.0,252442974.0
The Sea Beast,2022,"'Animation', 'Adventure', 'Family', 'Fantasy'",Chris Williams,1.98,74.0,Released,English,,
The Wailing,2016,"'Horror', 'Mystery'",Na Hong-jin,2.6,73.0,Released,Korean,10951000.0,49851770.0
Dragon Ball Z: Lord Slug,1991,"'Action', 'Animation', 'Science Fiction'",Akira Toriyama,,65.0,Released,Japanese,,16400000.0
Hyungsu: Forbidden Love,2020,"'Drama', 'Romance'",Kim Jin-woo-II,1.18,60.0,Released,Korean,,
The Exorcism of Emily Rose,2005,"'Crime', 'Drama', 'Horror', 'Thriller'",Scott Derrickson,2.03,65.0,Released,English,19000000.0,145166804.0
Fall Into Winter,2023,"'TV Movie', 'Comedy', 'Romance'",T.W. Peacocke,1.42,53.0,Released,English,,
Don't Worry Darling,2022,"'Thriller', 'Mystery', 'Drama'",Katie Silberman,2.05,68.0,Released,English,35000000.0,86700000.0
Addams Family Values,1993,"'Comedy', 'Family', 'Fantasy'",Charles Addams,1.5699999999999998,69.0,Released,English,47000000.0,48919043.0
Friday the 13th,1980,'Horror',Sean S. Cunningham,1.58,64.0,Released,English,550000.0,59800000.0
Bolt,2008,"'Animation', 'Family', 'Adventure', 'Comedy'",Chris Williams,1.63,65.0,Released,English,150000000.0,309979994.0
A Delicious Flight,2015,'Romance',Choi Sang-hoon,1.62,42.0,Released,Korean,,
Something You Said Last Night,2023,"'Drama', 'Comedy'",Luis De Filippis,1.6,45.0,Released,English,,
The Departed,2006,"'Drama', 'Thriller', 'Crime'",Martin Scorsese,2.52,82.0,Released,English,90000000.0,291465000.0
Kingdom 2: Far and Away,2022,"'Action', 'Adventure', 'War'",Hara Yasuhisa,2.23,72.0,Released,Japanese,,38258562.0
Anastasia,1997,"'Animation', 'Family', 'Fantasy', 'Adventure'",Gary Goldman,1.5699999999999998,76.0,Released,English,53000000.0,139804348.0
Self/less,2015,"'Science Fiction', 'Mystery', 'Thriller', 'Action'",Tarsem Singh,1.95,64.0,Released,English,26000000.0,31807156.0
Star Trek Into Darkness,2013,"'Action', 'Adventure', 'Science Fiction'",J.J. Abrams,2.2,73.0,Released,English,190000000.0,467365246.0
Once Upon a Time in America,1984,"'Drama', 'Crime'",Sergio Leone,3.82,84.0,Released,English,30000000.0,5500000.0
A Quiet Place,2018,"'Horror', 'Drama', 'Science Fiction'",John Krasinski,1.52,74.0,Released,English,17000000.0,341000000.0
Mira,2022,"'Drama', 'Adventure', 'Science Fiction', 'Family'",Dmitry Kiselev,1.83,68.0,Released,Russian,6042800.0,
Saw IV,2007,"'Horror', 'Thriller', 'Crime'",Marcus Dunstan,1.55,62.0,Released,English,10000000.0,139352633.0
Rurouni Kenshin: The Beginning,2021,"'Action', 'Adventure', 'Drama', 'Romance'",Keishi Otomo,2.3,76.0,Released,Japanese,,
The Iron Giant,1999,"'Family', 'Animation', 'Science Fiction', 'Drama'",Brad Bird,1.43,79.0,Released,English,50000000.0,23159305.0
Black Swan,2010,"'Drama', 'Thriller', 'Horror'",Andres Heinz,1.8,77.0,Released,English,13000000.0,329400000.0
Rambo,2008,"'Action', 'Thriller', 'War'",Sylvester Stallone,1.53,67.0,Released,English,50000000.0,113244290.0
The Ten Commandments,1956,"'Drama', 'History'",Cecil B. DeMille,3.67,78.0,Released,English,13000000.0,122700000.0
Shin Ultraman,2022,"'Action', 'Science Fiction'",Shinji Higuchi,1.87,71.0,Released,Japanese,5900000.0,33800000.0
Scooby-Doo,2002,"'Mystery', 'Adventure', 'Comedy'",James Gunn,1.47,61.0,Released,English,84000000.0,275650703.0
Rambo III,1988,"'Action', 'Adventure', 'Thriller', 'War'",David Morrell,1.7,62.0,Released,English,63000000.0,189015611.0
Once Upon a Time in Venice,2017,"'Action', 'Comedy', 'Thriller', 'Mystery'",Robb Cullen,1.5699999999999998,52.0,Released,English,,855888.0
The Lair,2022,"'Horror', 'Action'",Neil Marshall,1.55,58.0,Released,English,,
Captain America: The Winter Soldier,2014,"'Action', 'Adventure', 'Science Fiction'",Joe Russo,2.27,77.0,Released,English,170000000.0,714766572.0
Wish Dragon,2021,"'Animation', 'Family', 'Comedy', 'Fantasy'",Chris Appelhans,1.65,79.0,Released,English,,25860000.0
The Swan Princess: Far Longer Than Forever,2023,"'Animation', 'Family', 'Adventure'",Richard Rich,,68.0,Released,English,,
A Flintstone Christmas,1977,"'Animation', 'TV Movie', 'Comedy', 'Family'",Charles A. Nichols,,65.0,Released,English,,
"The Simpsons: The Good, the Bart, and the Loki",2021,"'Animation', 'Comedy', 'Family'",David Silverman,,73.0,Released,English,,
Independence Day,1996,"'Action', 'Adventure', 'Science Fiction'",Roland Emmerich,2.42,69.0,Released,English,75000000.0,817400891.0
Soulcatcher,2023,"'Action', 'Adventure', 'Thriller'",Daniel Markowicz,1.65,65.0,Released,Polish,,
Once Upon a Time in the West,1968,"'Drama', 'Western'",Sergio Leone,2.77,83.0,Released,Italian,5000000.0,5380118.0
The SpongeBob Movie: Sponge Out of Water,2015,"'Family', 'Adventure', 'Comedy', 'Fantasy', 'Animation'",Stephen Hillenburg,1.55,61.0,Released,English,74000000.0,311594032.0
Hellboy II: The Golden Army,2008,"'Fantasy', 'Adventure', 'Action'",Guillermo del Toro,,68.0,Released,English,85000000.0,160388063.0
Jupiter Ascending,2015,"'Science Fiction', 'Fantasy', 'Action'",Lilly Wachowski,2.12,54.0,Released,English,176000000.0,184000000.0
The Good Dinosaur,2015,"'Adventure', 'Animation', 'Family'",Peter Sohn,1.55,67.0,Released,English,175000000.0,332207671.0
Shooter,2007,"'Action', 'Drama', 'Mystery', 'Thriller', 'Crime'",Antoine Fuqua,2.07,71.0,Released,English,61000000.0,95700000.0
Home Alone: The Holiday Heist,2012,"'Comedy', 'Family', 'TV Movie'",John Hughes,1.45,52.0,Released,English,11000000.0,
Saint Seiya: The Heated Battle of the Gods,1988,"'Action', 'Animation', 'Fantasy'",Shigeyasu Yamauchi,,75.0,Released,Japanese,,
"Scooby-Doo! and Krypto, Too!",2023,"'Animation', 'Family', 'Mystery', 'Fantasy', 'Comedy'",Bob Kane,1.32,75.0,Released,English,,
Hope's Legacy,2021,"'Drama', 'Family'",Douglas B. Maddox,1.72,65.0,Released,English,,
The Puppetman,2023,'Horror',Brandon Christensen,,0.0,Released,English,,1000000.0
The Remaining,2014,"'Thriller', 'Horror'",Casey La Scala,1.47,61.0,Released,English,,1169603.0
Fist of the Condor,2023,'Action',Ernesto Díaz Espinoza,1.42,75.0,Released,Spanish; Castilian,,
Nacho Libre,2006,"'Comedy', 'Family'",Jared Hess,1.53,64.0,Released,English,35000000.0,99255460.0
The Vow,2012,"'Drama', 'Romance'",Michael Sucsy,1.73,72.0,Released,English,30000000.0,196114570.0
"Lyle, Lyle, Crocodile",2022,"'Comedy', 'Family', 'Music'",Josh Gordon,1.77,72.0,Released,English,50000000.0,104088441.0
Pride & Prejudice,2005,"'Drama', 'Romance'",Joe Wright,2.12,81.0,Released,English,28000000.0,121616555.0
Limitless,2011,"'Thriller', 'Mystery', 'Science Fiction'",Neil Burger,1.75,72.0,Released,English,27000000.0,161900000.0
Jaws,1975,"'Horror', 'Thriller', 'Adventure'",Peter Benchley,2.07,77.0,Released,English,7000000.0,470653000.0
RRR,2022,"'Action', 'Drama'",S. S. Rajamouli,3.08,78.0,Released,Telugu,69000000.0,160000000.0
Bohemian Rhapsody,2018,"'Music', 'Drama'",Anthony McCarten,2.25,80.0,Released,English,52000000.0,910800000.0
Bumblebee,2018,"'Action', 'Adventure', 'Science Fiction'",Travis Knight,1.88,67.0,Released,English,135000000.0,467989645.0
The Empty Man,2020,"'Horror', 'Mystery', 'Thriller'",David Prior,2.2800000000000002,61.0,Released,English,16000000.0,4796993.0
The Prince of Egypt,1998,"'Adventure', 'Animation', 'Drama', 'Family'",Brenda Chapman,1.65,73.0,Released,English,70000000.0,218600000.0
The Human Centipede 2 (Full Sequence),2011,"'Drama', 'Horror', 'Crime'",Tom Six,1.52,48.0,Released,English,,
¿Quieres ser mi hijo?,2023,"'Comedy', 'Romance'",Ihtzi Hurtado,1.67,86.0,Released,Spanish; Castilian,,
Monster House,2006,"'Animation', 'Comedy', 'Family', 'Fantasy'",Gil Kenan,1.52,67.0,Released,English,75000000.0,140175006.0
Bosomy Mom,2020,"'Drama', 'Romance'",Lee Dong-Joon,1.15,47.0,Released,Korean,,
Trading Places,1983,'Comedy',John Landis,1.9300000000000002,72.0,Released,English,15000000.0,90404800.0
The Kissing Booth 2,2020,"'Comedy', 'Romance'",Vince Marcello,2.2,77.0,Released,English,,
Hotel Desire,2011,"'Drama', 'Romance'",Sergej Moya,,60.0,Released,German,230758.0,
Oblivion,2013,"'Action', 'Science Fiction', 'Adventure', 'Mystery'",Joseph Kosinski,2.07,66.0,Released,English,120000000.0,286168572.0
Jigen Daisuke,2023,"'Action', 'Crime', 'Drama'",Hajime Hashimoto,,72.0,Released,Japanese,,
The Boogeyman,2023,"'Horror', 'Thriller', 'Mystery'",Rob Savage,1.65,66.0,Released,English,41900000.0,66978229.0
The Devil Conspiracy,2023,"'Horror', 'Fantasy', 'Science Fiction', 'Thriller'",Nathan Frankowski,1.85,65.0,Released,English,,
My First Barbie: Happy DreamDay,2023,"'Family', 'Animation'",Kerr Holden,,64.0,Released,English,,
Death on the Nile,2022,"'Mystery', 'Crime', 'Thriller'",Kenneth Branagh,2.12,65.0,Released,English,90000000.0,137307235.0
Barbie in A Christmas Carol,2008,"'Animation', 'Family'",Ruth Handler,1.27,71.0,Released,English,,4496912.0
The Social Network,2010,'Drama',David Fincher,2.02,74.0,Released,English,40000000.0,224920315.0
Cloudy with a Chance of Meatballs 2,2013,"'Animation', 'Family', 'Comedy'",Erica Rivinoja,1.58,64.0,Released,English,78000000.0,248384621.0
